codigo_de_barras;nome_produto;url_imagem;comprimento;largura;altura;dimensoes_unidade;peso;peso_unidade
7899838878386;Churrasqueira Elétrica 220V 2000W com Controle de Temperatura e Grelha Inox com 2 Alturas Multilaser - CE132;https://m.media-amazon.com/images/I/61LC9YPovEL.__AC_SX300_SY300_QL70_ML2_.jpg;9;50,5;36,5;cm;1,8;kg
7898461974274;VENTISOL Climatizador CLIN60 PRO-02 BR/CZ 60 l 150W 220V NAC, Modelo: 14205, Cor: cinza;https://m.media-amazon.com/images/I/51reec1dbWL.__AC_SX300_SY300_QL70_ML2_.jpg;101;50;35,5;cm;10,3;kg
7898461975899;Ventisol Climatizador CLIN80 PRO-02 BR/PT 80litros 150W 220V nacional;https://m.media-amazon.com/images/I/61vozrfVgdL.__AC_SX300_SY300_QL70_ML2_.jpg;11,7;0,56;0,4;m;13,7;kg
7898461976223;Climatizador Evaporativo Residencial 100 Litros Ventisol CLI 100 PRO 220V;https://m.media-amazon.com/images/I/51NQDhabSWL.__AC_SX300_SY300_QL70_ML2_.jpg;129;69;45;cm;19;kg
7898472253245;Cola Tek Bond Couro;https://m.media-amazon.com/images/I/41yKMQD79dL.__AC_SX300_SY300_QL70_ML2_.jpg;11,3;6,8;4,9;cm;29;g
7898904869020;Cola De Alta Resistencia Tekbond 5 Gramas - 50643;https://m.media-amazon.com/images/I/71Hkbdb3avL.__AC_SX300_SY300_QL70_ML2_.jpg;17,2;9,6;2,4;cm;21;g
7893299932199;Ar Condicionado Split Hi Wall LG Dual Inverter Compact 9.000 Btus Frio 220v R-32;https://m.media-amazon.com/images/I/41hw-n0+fGL._AC_SX342_SY445_.jpg;75,4;30,8;30,8;cm;7,3;kg
7893299929502;Ar Condicionado Hi Wall LG Dual Inverter Voice 12.000 Btus Quente e Frio 220v R-32;https://m.media-amazon.com/images/I/51B5dWnb5tL.__AC_SY445_SX342_QL70_ML2_.jpg;90,9;38,3;25,6;cm;25;kg
7899298645160;Conector Conex 1000 BNC Mola G2 com 10 unidades Prata Intelbras;https://m.media-amazon.com/images/I/5183shrpDML.__AC_SX300_SY300_QL70_ML2_.jpg;11,4;7;3;cm;280;g
7899298658962;;;2,1;1,71;1,44;cm;4,6;g
7899298658979;Conector para fios CONEX 1000 CLIP 2 VIAS;https://m.media-amazon.com/images/I/41cpPxKU6-L.__AC_SX300_SY300_QL70_ML2_.jpg;21;14;12;mm;3,3;g
7896637699914;Conector Para Cabo de Rede CONEX 1000 RJ45 Cat5e com 50 unidades Transparente Intelbras;https://m.media-amazon.com/images/I/51MNzfv0y9L.__AC_SY300_SX300_QL70_ML2_.jpg;13;8;1,5;cm;200;g
7893137299354;CONECTOR FÊMEA KEYSTONE RJ45 CAT.5E T568A/B BRANCO 35050423 - FURUKAWA SOHO PLUS;https://m.media-amazon.com/images/I/41Dqav0BlPL.__AC_SX300_SY300_QL70_ML2_.jpg;13,8;8,4;2,2;cm;600;g
7893137170356;Sohoplus CONECTOR JACK FEMEA CAT.6 T568A/B - BRANCO 35050413 - FURUKAWA SOHO PLUS;https://m.media-amazon.com/images/I/51TrxpQguHL.__AC_SX300_SY300_QL70_ML2_.jpg;9,6;4,6;0,6;cm;12;g
7896637678452;Conector de campo para fibra óptica XFF 2 (10pç) Intelbras;https://m.media-amazon.com/images/I/51eY5rK1gSL.__AC_SX300_SY300_QL70_ML2_.jpg;10;10;10;cm;100;g
7896637688970;Conector para alimentação CONEX 1000 P4 Fêmea Preto Intelbras;https://m.media-amazon.com/images/I/51q59PIhReL.__AC_SX300_SY300_QL70_ML2_.jpg;9,6;8,2;1,8;cm;100;g
7896637619493;Conector Conex 1000 RCA Borne Preto e Cinza Intelbras;https://m.media-amazon.com/images/I/710v8ZGcNhL.__AC_SX300_SY300_QL70_ML2_.jpg;10,8;6;4;cm;60;g
7896637688673;Intelbras Conector P4 Macho Conex 1000;https://m.media-amazon.com/images/I/51KMz63QklL.__AC_SX300_SY300_QL70_ML2_.jpg;13,5;9,2;1;cm;70;g
7899838805832;Conector P4 Fêmea c/Borne 100un Multilaser - SE128;https://m.media-amazon.com/images/I/41-Ma9OVneL.__AC_SX300_SY300_QL70_ML2_.jpg;16;14,4;3,6;cm;500;g
7893137044008;Conector Sohoplus, Dispositivos de Conexão em Rede, 500 plugs, Transparente;https://m.media-amazon.com/images/I/51I59Gye2LL.__AC_SX300_SY300_QL70_ML2_.jpg;24,8;24,4;6,6;cm;850;g
7893137048204;CONECTOR RJ45 CAT.5E MACHO - PACOTE COM 10 - FURUKAWA SOHO PLUS;https://m.media-amazon.com/images/I/51I59Gye2LL.__AC_SX300_SY300_QL70_ML2_.jpg;15;8,5;1;cm;17;g
7899838805771;Vídeo Balun HD Passivo Híbrido 180° Multilaser - SE123;https://m.media-amazon.com/images/I/612p+4JaQZL._AC_SY300_SX300_.jpg;8;6,2;1,2;cm;500;g
7897287409106;Automatizador Motor Portão Eletrônico Deslizante PPA DZ Hub 450 KL (220);https://m.media-amazon.com/images/I/51tBIQjvkuL.__AC_SX300_SY300_QL70_ML2_.jpg;26;25;20;cm;3;kg
7897287413509;Conjunto Completo de Alavancas do Destravamento Com Chave DZ Industrial PPA;https://m.media-amazon.com/images/I/414Bu2Y2qCL.__AC_SX300_SY300_QL70_ML2_.jpg;10;10;10;mm;4,54;g
7896637660044;Fechadura Elétrica Cilindro Fixo Fx2000 Cinza Intelbras;https://m.media-amazon.com/images/I/41zN5XU+VqL._AC_SY300_SX300_.jpg;19;13,8;13,4;cm;1,6;kg
7896637682374;;;26;14;14;cm;780;g
7896637682022;Conjunto Roteador Intelbras Twibi Giga, Mesh AC 1200, 2 Unidades, Branco - 4750069;https://m.media-amazon.com/images/I/51Lv-IsJ1mL.__AC_SX300_SY300_QL70_ML2_.jpg;35,8;15,6;12,2;cm;1,26;kg
7899298658795;Conjunto de Roteador Sem Fio WI-FI 6 Twibi Force AX Branco Intelbras;https://m.media-amazon.com/images/I/41tOnJKM6cL.__AC_SX300_SY300_QL70_ML2_.jpg;38,3;16,2;11,7;cm;1,34;kg
7896637691376;SENSOR MAGNETICO INTELBRAS XAS CONNECT BLACK;https://m.media-amazon.com/images/I/21pxsbTAlCL.__AC_QL70_ML2_.jpg;20;20;20;cm;100;g
7896423502855;CONTATO DESLIZANTE;https://m.media-amazon.com/images/I/71bzezpV54S.__AC_SX300_SY300_QL70_ML2_.jpg;15;10;10;cm;42;g
7896637660204;Controle De Acesso Bio Inox Plus SS 311 Intelbras;https://m.media-amazon.com/images/I/512Sp6ncYQL.__AC_SX300_SY300_QL70_ML2_.jpg;15;15;10;cm;500;g
7899298656678;Controlador De Acesso Facial Ss 1530 Mf W Intelbras;https://m.media-amazon.com/images/I/314IBdfW+mL._AC_SY300_SX300_.jpg;30;25;15;cm;1,2;kg
7896637673938;;;40;40;40;cm;750;g
7899298656654;Controlador de Acesso Facial Intelbras SS 1540 MF W Com Leitor de Biometria;https://m.media-amazon.com/images/I/31vs1iaoNML.__AC_SY300_SX300_QL70_ML2_.jpg;20;20;10;cm;350;g
7896637673808;SA 211 MF Controlador de acesso 13,56 MHz;https://m.media-amazon.com/images/I/51l+aOLkT5L._AC_SY300_SX300_.jpg;30;30;30;cm;650;g
7896637673860;Controlador de Acesso Intelbras Senha e Cartão de Proximidade DIGIPROX SA 203;https://m.media-amazon.com/images/I/51rGZDuo0uL.__AC_SX300_SY300_QL70_ML2_.jpg;27;26;10;cm;300;g
7896637674034;Controlador de Acesso Intelbras Senha Touchscreen Cartão Proximidade e Leitor Biométrico SS 420;https://m.media-amazon.com/images/I/61b6ywvTN5L.__AC_SX300_SY300_QL70_ML2_.jpg;22;15;8;cm;400;g
7896637624077;Controlador de acesso facial 13.56 MHz Full HD 1080p SS 5530 MF FACE (Cód. 4682069);https://m.media-amazon.com/images/I/4154vLJGRoL.__AC_SX300_SY300_QL70_ML2_.jpg;20;10;10;cm;750;g
7896637673853;;;16;14;3;cm;200;g
7896637674225;SS 320 MF Controlador de acesso 13,56 MHz;https://m.media-amazon.com/images/I/21PARLy6NQL.__AC_SX300_SY300_QL70_ML2_.jpg;20;20;20;cm;450;g
7896637669269;Controlador De Acesso externo Sa 210e 125 Khz Intelbras;https://m.media-amazon.com/images/I/51EzMnR+lQL._AC_SY300_SX300_.jpg;22;17;10;cm;500;g
7897975056186;Controle Double Shock Combat USB 2.0 Dazz, preto;https://m.media-amazon.com/images/I/51SwIK5kXIL.__AC_SY300_SX300_QL70_ML2_.jpg;20,2;18,6;6,6;cm;0,27;g
7898562618510;Controle Gamepad Bluetooth Android PC OEX Game GD100 Preto;https://m.media-amazon.com/images/I/418-XjwYVBL.__AC_SX300_SY300_QL70_ML2_.jpg;18;18;8,4;cm;300;g
7897975075828;Controle Com Fio Dazz Double Shock Fighter USB 2.0 Para PC e PS3;https://m.media-amazon.com/images/I/41RpD3JaX5L.__AC_SX300_SY300_QL70_ML2_.jpg;21;19;8;cm;0,26;g
7896637633635;Controle Remoto Portão Eletônico Alarme Intelbras EP 02;https://m.media-amazon.com/images/I/41epfMq1BoL.__AC_SX300_SY300_QL70_ML2_.jpg;7;4;2;cm;30;g
7896637633642;Controle Remoto Portão Eletônico Intelbras EP 04 4 Botões;https://m.media-amazon.com/images/I/41nZRATD+TL._AC_SY300_SX300_.jpg;20;20;20;cm;19;g
7896637628389;Smart Controle Universal Infravermelho IZY Connect Preto Intelbras;https://m.media-amazon.com/images/I/31usEQ1DoYL.__AC_SX300_SY300_QL70_ML2_.jpg;8,2;7;5,6;cm;160;g
7899298668657;Controle Remoto Universal Inteligente IR MCR 1001 Preto Intelbras;https://m.media-amazon.com/images/I/51ktiK0DBdL.__AC_SX300_SY300_QL70_ML2_.jpg;8,2;7;5,7;cm;110;g
7896637679299;Controle Remoto para Central AMT 8000 XAC 8000 Preto 4543513 Intelbras Controle Remoto para Central ATM 8000 XAC 8000 Preto 4543513 Intelbras;https://m.media-amazon.com/images/I/51MnP3QdUyL.__AC_SY300_SX300_QL70_ML2_.jpg;8;5;2;cm;50;g
7896637680356;Controle Remoto Rádio Frequência, Intelbras, IR3, Branco;https://m.media-amazon.com/images/I/51btb9bheML.__AC_SY300_SX300_QL70_ML2_.jpg;8,8;6,6;2,8;cm;0,44;g
7896637634595;Controle remoto alarme e portão XAC 4000 smart branco-azul intelbras;https://m.media-amazon.com/images/I/514OaU6rB8L.__AC_SX300_SY300_QL70_ML2_.jpg;25;20;20;cm;1;kg
7896637634601;Controle Remoto Alarme E Portão XAC 4000 Smart Branco E Rosa Intelbras.;https://m.media-amazon.com/images/I/51aYmFY6nQL.__AC_SX300_SY300_QL70_ML2_.jpg;7;4;2;cm;100;g
7896637681483;Fonte Carregador USB EC 1 Fast Branco Intelbras;https://m.media-amazon.com/images/I/61AUhkxdpQL._AC_SY300_SX300_.jpg;11,4;6,4;3,2;cm;0,05;g
7896637679015;;;16;11;2;cm;120;g
7899298645146;;;18;13;7;cm;500;g
7896637699396;Intelbras Fonte de alimentação Aut AC_DC 12,8V 5A EF 1205S Preto;https://m.media-amazon.com/images/I/41oEMbEByWL.__AC_SX300_SY300_QL70_ML2_.jpg;17,4;6,6;6;cm;400;g
7896637638883;Fonte De Alimentação 12v 1a Ac/dc Ef 1201 L Intelbras;https://m.media-amazon.com/images/I/51v63j0euUL.__AC_SX300_SY300_QL70_ML2_.jpg;8,5;7,5;4;cm;100;g
7899298610939;Intelbras Fonte de Alimentação AC_DC 12,8V 1A EF 1201L Preto;https://m.media-amazon.com/images/I/518Ur71Ja4L.__AC_SX300_SY300_QL70_ML2_.jpg;8,2;7,4;4;cm;150;g
7896637679008;Fonte 12,8v 1a P/cftv Intelbras Ef 1201;https://m.media-amazon.com/images/I/51SxWVMj4TL.__AC_SX300_SY300_QL70_ML2_.jpg;8,3;7,8;3,9;cm;200;g
7896637677387;Conversor AC/DC 12,8V 10A EFM 1210 Intelbras;https://m.media-amazon.com/images/I/51xJJePYqRL.__AC_SX300_SY300_QL70_ML2_.jpg;16,4;10,6;4,8;cm;501;g
7896637678254;EF 1203 Fonte de Alimentação;https://m.media-amazon.com/images/I/41k6PU8D49L.__AC_SX300_SY300_QL70_ML2_.jpg;23;19;13;cm;300;g
7896637679084;Fonte de Alimentação Multissaídas 03a 12v Intelbras Ef 1203+ Multiuso;https://m.media-amazon.com/images/I/41R54VVpnZL.__AC_SX300_SY300_QL70_ML2_.jpg;18;7;5;cm;350;g
7896637678599;Conversor AUT AC/DC 12,8V 5A EFM 1205 Preto Intelbras;https://m.media-amazon.com/images/I/618KIZsk-zL.__AC_SX300_SY300_QL70_ML2_.jpg;12;8,6;4,4;cm;2;kg
7896637678247;Fonte de Alimentação EF 1205 4820011 Intelbras;https://m.media-amazon.com/images/I/41zieqAKpDL.__AC_SX300_SY300_QL70_ML2_.jpg;23;19;13;cm;400;g
7899298621225;Fonte de Alimentação AC/DC Fonte USB EC 11 Power 20W Branco Intelbras;https://m.media-amazon.com/images/I/31S3fkckMNL.__AC_SX300_SY300_QL70_ML2_.jpg;10;6;3;cm;300;g
7899298645139;;;20;10;10;cm;400;g
7896637691352;FONTE DE ALIMENTACAO CFTV AC/DC 12V 0,5A - EF 1200;https://m.media-amazon.com/images/I/41HQrD31qeS.__AC_SX300_SY300_QL70_ML2_.jpg;8,4;7,6;3,8;cm;80;g
7899298645177;Fonte de Alimentação 12,8V 15ª EFM 1215 G2 Prata Intelbras;https://m.media-amazon.com/images/I/81flV+8zg-L._AC_SX300_SY300_.jpg;21,2;12,2;6;cm;550;g
7896637600903;Fonte de Alimentação 12,8V 2A EF 1202 Preto Intelbras;https://m.media-amazon.com/images/I/518RI2Kt5qL.__AC_SX300_SY300_QL70_ML2_.jpg;9,6;9,4;5,5;cm;100;g
7899298648888;Fonte de alimentação AC/DC 12,8V 1A sem plugue de tomada Preto Intelbras;https://m.media-amazon.com/images/I/41eQMxyjFPL.__AC_SX300_SY300_QL70_ML2_.jpg;11,4;6;5,4;cm;80;g
7899298645184;Fonte de alimentação 12,8V 20A EFM 1220 G2 Prata Intelbras;https://m.media-amazon.com/images/I/81zNqWAhLnL.__AC_SY300_SX300_QL70_ML2_.jpg;21,4;12,4;6;cm;640;g
7899298645153;Conversor Automatico AC/DC 24V 5A EFM 2405 G2 Prata Intelbras;https://m.media-amazon.com/images/I/81Y6KYzyvML.__AC_SY300_SX300_QL70_ML2_.jpg;16,7;10,9;6;cm;380;g
7896637667814;Conversor de Mídia Gigabit Monomodo Kgm 1105, Intelbras, Preta, Único, pacote de 1;https://m.media-amazon.com/images/I/41XCwz2JFlL.__AC_SY300_SX300_QL70_ML2_.jpg;23,5;12;5,5;cm;0,32;g
7896637666824;Conversor De Mídia Gigabit Monomodo Kgsd 1120 A, Intelbras;https://m.media-amazon.com/images/I/51sHoGQnmCL.__AC_SX300_SY300_QL70_ML2_.jpg;23,8;12,4;5,6;cm;0,32;g
7896637667883;Conversor De Mídia Gigabit Monomodo Kgs 1120, Intelbras, Preta, Único, Pacote De 1;https://m.media-amazon.com/images/I/41w4jFBXXRL.__AC_SY300_SX300_QL70_ML2_.jpg;23,5;12;5,5;cm;0,32;g
7896637678414;Conversor de Protocolo IP - ATA 200 Intelbras;https://m.media-amazon.com/images/I/51HId5JjgYL.__AC_SX300_SY300_QL70_ML2_.jpg;10;5;5;cm;150;g
7899298626398;Ata 400 Adaptador De Linhas Voip Para Telefones Analógicos;https://m.media-amazon.com/images/I/31Uj1QRX1YL.__AC_SY300_SX300_QL70_ML2_.jpg;16;13;3;cm;250;g
7896637697316;ONU GPON/EPON HIBRIDA 1P ÓPTICA 1P LAN - ONU 110B;https://m.media-amazon.com/images/I/4190PUm0zGL.__AC_SY300_SX300_QL70_ML2_.jpg;9,8;8,2;5,8;cm;200;g
7898933000685;Conversor de Vídeo - 5+ Displayport Para HDMI - 15 cm;https://m.media-amazon.com/images/I/41AarLaK3AL.__AC_SX300_SY300_QL70_ML2_.jpg;21,8;8,2;4;cm;0,04;g
7896637664202;Conversor Estático DCDC Filtro Ativo XHD 1000 Intelbras CFTV;https://m.media-amazon.com/images/I/51rbyg10MIL.__AC_SX300_SY300_QL70_ML2_.jpg;50;20;20;mm;1500;g
7896637680240;Conversor Estático DC/DC XHD 1000 intelbras;https://m.media-amazon.com/images/I/417XjxqWwvL.__AC_SX300_SY300_QL70_ML2_.jpg;36,7;10,5;10,5;cm;200;g
7896637642576;Injetor Intelbras Poe 200G Conversor Estatico Retificador;https://m.media-amazon.com/images/I/51bBulTw2DL.__AC_SX300_SY300_QL70_ML2_.jpg;13;6;4;cm;220;g
7898562691025;Conversor Lightning Para Micro Usb Comtac 9282;https://m.media-amazon.com/images/I/41IOAIkirGS.__AC_SX300_SY300_QL70_ML2_.jpg;11,8;7,6;0,4;cm;30;g
7896637667722;;;9,4;7,1;2,6;cm;0,28;g
7896637667739;CONVERSORES DE MIDIA FAST WDM MONOMODO 20 KM - KFSD 1120 B;https://m.media-amazon.com/images/I/51DdSBzA1ML.__AC_SX300_SY300_QL70_ML2_.jpg;23,8;12,4;5,6;cm;0,28;g
7899744000550;;;8;4;22,5;cm;600;g
7898562691001;Conversor Android Micro Usb Para Usb Fêmea Comtac 9280;https://m.media-amazon.com/images/I/314Bd-Ry4uS.__AC_SX300_SY300_QL70_ML2_.jpg;16;11;2;cm;100;g
7898575248124;Plug Conversor HDMI X VGA com Saida R+L Preto CHIP SCE;https://m.media-amazon.com/images/I/518zUSVPRbL.__AC_SX300_SY300_QL70_ML2_.jpg;21,8;8;4,2;cm;0,05;g
7898575249091;Conversor Hdmi P/Vga Saida R/L, 075-0823;https://m.media-amazon.com/images/I/51aurVKhvPL.__AC_SX300_SY300_QL70_ML2_.jpg;12,8;8,2;1,6;cm;0,08;g
7899744022309;5+ 018-7491 Conversor de Vídeo Tipo C 3.1 para HDMI Femea 4K, Branco, 15 cm;https://m.media-amazon.com/images/I/61O7KSCQpSL.__AC_SX300_SY300_QL70_ML2_.jpg;17,6;7,8;3;cm;300;g
7898938795838;Conversor USB 2.0 som estéreo - COMTAC - 9189;https://m.media-amazon.com/images/I/51v63aXN+ML._AC_SY300_SX300_.jpg;19;13;5;cm;600;g
7898938113328;Conversor Usb Para Serial Rs232 Comtac 9037;https://m.media-amazon.com/images/I/5100vmoMtGL.__AC_SX300_SY300_QL70_ML2_.jpg;16,4;11,7;2,3;cm;100;g
7898554608161;Cooler Fan Frosty Rainbow Branco Fortrek;https://m.media-amazon.com/images/I/71+7bDUudNL._AC_SY300_SX300_.jpg;18,8;14,6;3,2;cm;220;g
7898554608154;Cooler Fan Frosty Rainbow Preto Fortrek;https://m.media-amazon.com/images/I/81rSNaptaNL.__AC_SX300_SY300_QL70_ML2_.jpg;18,6;14,4;3,2;cm;220;g
7898555218161;C3Tech Cooler Fan F7-L200RGB Gaming 12Cm com Iluminacao RGB e sistema de Iluminacao com anel de LED conector ARGB;https://m.media-amazon.com/images/I/51+o70VOwzL._AC_SY300_SX300_.jpg;16,4;12,2;3;cm;95;g
7898555213593;Cooler Fan C3Tech F7-50BK Storm 8cm Preto - Rolamento FDB 12v 2200RPM;https://m.media-amazon.com/images/I/51eYzFdvNxL.__AC_SX300_SY300_QL70_ML2_.jpg;11,2;8,6;2,8;cm;63;g
7898691021380;Cooler Fan MOTOSPEED Hyrax HCL603 3in1 A-RGB Para Gabinete Preto;https://m.media-amazon.com/images/I/61Z3t8EFGyL.__AC_SX300_SY300_QL70_ML2_.jpg;14,2;12,8;8,8;cm;460;g
7898587270984;OEX GAME Cooler Fan 120mm Multicor - 12 Leds - F40;https://m.media-amazon.com/images/I/51X+iq5h15L._AC_SY300_SX300_.jpg;14;12,2;3;cm;118;g
7899838801759;Cooler Fan Multilaser - GA135;https://m.media-amazon.com/images/I/51F7Acq-hrL.__AC_SX300_SY300_QL70_ML2_.jpg;16,4;12,5;2,7;cm;110;g
7899838801766;Cooler Fan Multilaser - GA136;https://m.media-amazon.com/images/I/71P9iZlVhdL.__AC_SX300_SY300_QL70_ML2_.jpg;15,6;12,6;3,2;cm;0,2;g
7898587270199;OEX GAME Cooler Fan 120mm Azul - 15 Leds - F20;https://m.media-amazon.com/images/I/61QED2owiyL.__AC_SX300_SY300_QL70_ML2_.jpg;14;12,3;3;cm;122;g
7898587270205;Cooler Fan, OEX, F20 Cooler, Verde;https://m.media-amazon.com/images/I/61kUQXYlE7L.__AC_SX300_SY300_QL70_ML2_.jpg;16,8;12,4;3;cm;122;g
7898587270212;Cooler Fan, OEX, F20 COOLER, Vermelho;https://m.media-amazon.com/images/I/61hx5GoFz1L.__AC_SX300_SY300_QL70_ML2_.jpg;17;12,5;3;cm;122;g
7898587270991;OEX GAME Cooler Fan 120mm Branco - 16 Leds - F50;https://m.media-amazon.com/images/I/51ZKTOWPNlL.__AC_SX300_SY300_QL70_ML2_.jpg;16,8;12,2;3;cm;118;g
7898587270229;Cooler Fan 4 Leds 120 x 120 x 25 mm Sleeve OEX Game F10 Azul;https://m.media-amazon.com/images/I/61U1paliAtL.__AC_SX300_SY300_QL70_ML2_.jpg;16,2;12,2;3,2;cm;0,1;g
7898595272963;OEX F10 Cooler Fan 4 Leds, 12 V, 0.21 A, 42 CFM, 1000 RPM, Preto/Verde;https://m.media-amazon.com/images/I/61aylWvuQtL.__AC_SX300_SY300_QL70_ML2_.jpg;14,4;12,2;3;cm;100;g
7898587270236;Cooler Fan 4 Leds 120 x 120 x 25 mm OEX Game F10 Vermelho;https://m.media-amazon.com/images/I/61K1xKgOR+L._AC_SY300_SX300_.jpg;14,2;12,2;3;cm;100;g
7898476329816;Cooler Para Notebook Warrior Power Gamer Led Verde - Ac267;https://m.media-amazon.com/images/I/718mXSehCjL.__AC_SX300_SY300_QL70_ML2_.jpg;37,6;28,4;2,8;cm;840;g
7898571503869;COOLER BRAZILPC CLA965W P/INTEL E AMD (775/1156/1155/1150/1151/AM2/AM3/AM4/FM1/FM2) BOX I;https://m.media-amazon.com/images/I/51efAY52CPL.__AC_SX300_SY300_QL70_ML2_.jpg;12,2;12;6,8;cm;350;g
7898506471409;Cooler Para Notebook Slim Com Led Multi - AC263;https://m.media-amazon.com/images/I/91H51caeIiL.__AC_SY300_SX300_QL70_ML2_.jpg;34,8;25,6;4,6;cm;490;g
7898506467341;COOLER UNIVERSAL PARA 6 POL, INTEL E AMD 2400 RPM 12V - GA120;https://m.media-amazon.com/images/I/51UDszO-ELL.__AC_SX300_SY300_QL70_ML2_.jpg;11,4;11,4;6,8;cm;260;g
7898476328192;Ventilador Multilaser Sleeve Bearing - GA044;https://m.media-amazon.com/images/I/61TBw-W86YL.__AC_SX300_SY300_QL70_ML2_.jpg;14;9,2;2,8;cm;100;g
7896637677417;Cordao Optico Intelbras SC/APC SM 2MM 3M XFC2 4830045;https://m.media-amazon.com/images/I/51SteQPNwtL.__AC_SX300_SY300_QL70_ML2_.jpg;15;15;10;cm;30;g
7896637687577;Cordão Óptico SC/UPC - SC/APC - 2,0mm 3MT - XFC 12 Intelbras;https://m.media-amazon.com/images/I/41Lsz7XA54L.__AC_SX300_SY300_QL70_ML2_.jpg;20;18;1;cm;30;g
7896637677400;Cordao óPTICO Intelbras XFC1 SC/UPC SM 2MM 3M 4830046;https://m.media-amazon.com/images/I/51wfvsTTCEL.__AC_SX300_SY300_QL70_ML2_.jpg;20;15;10;cm;300;g
7899278904164;EXTENSAO 03M PP 2P+T M/F 10A MEGA;https://m.media-amazon.com/images/I/71ik3l48wWL.__AC_SX300_SY300_QL70_ML2_.jpg;22;10,4;5,4;cm;600;g
7899278900562;;;0,02;0,02;0,02;cm;200;g
7896637673259;Roteador Intelbras APC-5A-15 C/ Antena 15 DBI;https://m.media-amazon.com/images/I/412t65bKR-L.__AC_SX300_SY300_QL70_ML2_.jpg;20;10;10;cm;150;g
7898922999679;Ponte sem fio Ubiquiti Nanobeam M5-16 (NBE-M5-16), branca;https://m.media-amazon.com/images/I/31919yT0cmL.__AC_SX300_SY300_QL70_ML2_.jpg;19,3;17,3;11,4;cm;500;g
7896637673266;Roteador Intelbras APC-5A-20 S/ Fio 20 DBI - 4750040;https://m.media-amazon.com/images/I/31IgKih7rQL.__AC_SY300_SX300_QL70_ML2_.jpg;19;19;8;cm;700;g
7896637620123;;;34;24;9;cm;1,49;kg
7896637676267;intelbras Roteador Wireless (CPE) 5GHZ 16DBI - WOM 5A SiSo 1X1 Outdoor, 4750060;https://m.media-amazon.com/images/I/51iFRLYs0NL.__AC_SX300_SY300_QL70_ML2_.jpg;27;13,2;8,2;cm;698;g
7898105779067;Decapador Para Cabo Coaxial;https://m.media-amazon.com/images/I/51KEjo+JE9L._AC_SY300_SX300_.jpg;18,6;9,6;2,2;cm;55;g
7898953372076;Apoio Para Pés AP25 Preto Masticmol;https://m.media-amazon.com/images/I/41OIwmNLfDL.__AC_SX300_SY300_QL70_ML2_.jpg;43;32,1;11,5;cm;860;g
7899838807164;Suporte Para Pés Ajustável Ergonômico Preto Multilaser Ac279;https://m.media-amazon.com/images/I/71WiU6HQUPL.__AC_SY300_SX300_QL70_ML2_.jpg;40,8;30,6;9,8;cm;1,06;kg
7898476325955;Descanso Para Os Pés Multilaser - AC059;https://m.media-amazon.com/images/I/61Lj+KOs2oS._AC_SX300_SY300_.jpg;45,2;31;5;cm;1,3;g
7899838894089;Desktop Ryzen 3 4GB + 1TB Linux - DT050;https://m.media-amazon.com/images/I/518KSte10vL.__AC_SY300_SX300_QL70_ML2_.jpg;48;41,2;37,8;cm;5,44;kg
7896637674171;;;11;11;6;cm;150;g
7896637687072;Detector De Temperatura Convencional Dtc 421un Intelbras;https://m.media-amazon.com/images/I/41PzG5MTEcL.__AC_SX300_SY300_QL70_ML2_.jpg;10;8;6;cm;200;g
7899298662723;Sensor de Temperatura e Umidade Inteligente Mibo Smart MTU 1001 Branco Intelbras;https://m.media-amazon.com/images/I/41CbS3uWa7L.__AC_SX300_SY300_QL70_ML2_.jpg;7,9;7,9;5,7;cm;90;g
7899838832050;SSD Multilaser 2, 5 120GB AXIS 400 GRAVAÇÃO 400 MB/S - SS101;https://m.media-amazon.com/images/I/51wmwXLakwL.__AC_SX300_SY300_QL70_ML2_.jpg;14,6;13,8;1,8;cm;60;g
7898149188504;;;13;10,4;1,7;cm;37;g
7899980100809;CEC GLOBAL KE-SSD128E;https://m.media-amazon.com/images/I/41YBjqtTlLL.__AC_SX300_SY300_QL70_ML2_.jpg;16,4;13,2;2,6;cm;100;g
7899838818054;;;2,2;15,1;12,3;cm;200;g
7898966439117;Hd Ssd M.2 Winmemory 256gb Sata 3;https://m.media-amazon.com/images/I/51v257jh8GS.__AC_SX300_SY300_QL70_ML2_.jpg;23;19;13;cm;300;g
7896637647595;Distribuidor De Vídeo Ip Intelbras DVIP 1000;https://m.media-amazon.com/images/I/31YOmEpOm5L.__AC_SX300_SY300_QL70_ML2_.jpg;44;33;33;cm;300;g
7896637635387;intelbras Splitter Divisor HDMI VEX 3004 Preto;https://m.media-amazon.com/images/I/41JB6QMUyuL.__AC_SY300_SX300_QL70_ML2_.jpg;22,7;16,2;3,6;cm;200;g
7898506454013;Mídia Dvd-R Shrink Imprimível Com 50 Unidades Multilaser - DV047;https://m.media-amazon.com/images/I/91q0rmU7kXL.__AC_SY300_SX300_QL70_ML2_.jpg;13;12,6;8;cm;500;g
7899298632313;DVR 8 Canais Intelbras MHDX 1008-C - Multi HD - IP, HDCVI, HDTVI e AHD - ONVIF;https://m.media-amazon.com/images/I/31yV2obLz8L.__AC_SY300_SX300_QL70_ML2_.jpg;35,2;23,9;6,6;cm;1,1;kg
