codigo_de_barras;nome_produto;imagem;comprimento;largura;altura;dimensoes_unidade;peso;peso_unidade
7898575245994;Adaptador P10 Estéreo para 2 J10 Estéreo Chipsce - 003-0680;https://m.media-amazon.com/images/I/5196A5mbxFL.__AC_SX300_SY300_QL70_ML2_.jpg;6.3;2.9;1.4;centímetros;10;g
7899838879659;Adaptador P2-P3 Preto Multilaser - WI409;https://m.media-amazon.com/images/I/61-0jqbktaL.__AC_SY300_SX300_QL70_ML2_.jpg;10;7.5;2;centímetros;10;g
7899838879666;Adaptador P3-P2 Preto Multilaser - WI410;https://m.media-amazon.com/images/I/412D-Gzai5L.__AC_SY300_SX300_QL70_ML2_.jpg;15;7.8;0.8;centímetros;60;g
7897020622779;Adaptador SMS para 01 tomada padrao novo - 64120;https://m.media-amazon.com/images/I/51HV08TH7GL.__AC_SX300_SY300_QL70_ML2_.jpg;14.2;9.6;3.7;centímetros;27;g
7897020631009;Adaptador SMS para 01 tomada padrao antigo - 64122;https://m.media-amazon.com/images/I/419WkjDtK8L.__AC_SY300_SX300_QL70_ML2_.jpg;15.6;9.2;1.4;centímetros;37;g
7898566206430;Cabo Adaptador USB Tipo C Macho para HDMI Femea, Storm, ADAP0056, Cabos para Computadores e Notebooks, Branco;https://m.media-amazon.com/images/I/51TxCN0iTHL.__AC_SX300_SY300_QL70_ML2_.jpg;20.4;11.8;1.6;centímetros;22;g
7899744056571;5+ 003-0141 Adaptador USB C para HDMI 4K Femea, Cinza, 60Hz;https://m.media-amazon.com/images/I/61nrDJNQxuS.__AC_SX300_SY300_QL70_ML2_.jpg;14.7;10.5;0.8;centímetros;20;g
7896637677660;Adaptador USB Wireless Dual Band ACtion A1200 Branco Intelbras;https://m.media-amazon.com/images/I/316W6abSpIL.__AC_SX300_SY300_QL70_ML2_.jpg;13.6;9.4;2.8;centímetros;60;g
7896637677554;Adaptador USB Wireless IWA 3001 Preto Intelbras;https://m.media-amazon.com/images/I/51dJO-WAQEL.__AC_SX300_SY300_QL70_ML2_.jpg;13.8;11.8;3;centímetros;60;g
7899744061018;5+ Adaptador USB 2.0 para Rede RJ45 Ethernet 10/100 Mbs, Preto;https://m.media-amazon.com/images/I/41pPWNNiVSL.__AC_SX300_SY300_QL70_ML2_.jpg;7;2;1.6;centímetros;20;g
7898554608192;Adaptador USB-A Para USB-C Fortrek UA2C;https://m.media-amazon.com/images/I/715j1R-lQvL.__AC_SX300_SY300_QL70_ML2_.jpg;9.5;6;0.5;centímetros;20;g
7898554608185;Adaptador USB-C Para USB-A Fortrek UC2A;https://m.media-amazon.com/images/I/71bwwspUQmL.__AC_SX300_SY300_QL70_ML2_.jpg;10;6;1;centímetros;10;g
7893007680060;Mochila bebe Bolsa Maternity para fraldas Grande capacidade Tecido impermeável;https://m.media-amazon.com/images/I/81nJEzwu13L.__AC_SY445_SX342_QL70_ML2_.jpg;;;;;;
7898506457144;Adaptador Usb Wireless Multilaser 150Mbps - RE035, white;https://m.media-amazon.com/images/I/418CHKyuwtL.__AC_SX300_SY300_QL70_ML2_.jpg;13.6;9.6;1.2;centímetros;0.1;g
7898506462094;Mini Adaptador USB Wireless 300 Mbps Dongle Multilaser - RE052;https://m.media-amazon.com/images/I/41FekvYmtzL.__AC_SY300_SX300_QL70_ML2_.jpg;14.8;9.4;0.8;centímetros;20;g
7899014748892;Agenda 2019 Executiva Básica Pombo Espiral Cores Sortidas B6800-000V 24929;https://m.media-amazon.com/images/I/41R3lkWaQxL.__AC_SX300_SY300_QL70_ML2_.jpg;;;;;;
7899014720775;Agenda Diária Asta Preta Percalux UX 2019 176 Folhas (145X205) Pombo;https://m.media-amazon.com/images/I/61WcV54DRGL.__AC_SX300_SY300_QL70_ML2_.jpg;;;;;;
7898461972164;FRITADEIRA ELE.S/OLEO 3,6L AGRA220;https://m.media-amazon.com/images/I/71Y41EjTYdL.__AC_SX300_SY300_QL70_ML2_.jpg;37.1;31.1;30.8;centímetros;4.9;quilogramas
7899838829968;Fritadeira Elétrica Air Fryer 4L 1500W 220V Preto Multi - CE022;https://m.media-amazon.com/images/I/51yK3+JevgL._AC_SY300_SX300_.jpg;35;32.6;32.2;centímetros;3.86;quilogramas
7899838858869;Fritadeira Elétrica Air Fryer 4L 1500W 220V Vermelho Multi - CE084;https://m.media-amazon.com/images/I/51CElQoODjL.__AC_SX300_SY300_QL70_ML2_.jpg;34;30.5;29.6;centímetros;3.86;quilogramas
7898446730765;Lenço De Alcool Isopropilico 70% Higienizador De Bolso;https://m.media-amazon.com/images/I/61Hyj0kmKBL.__AC_SX300_SY300_QL70_ML2_.jpg;6;5;1;centímetros;3;g
7898105773485;Multímetro Amperímetro Alicate Digital Foxlux;https://m.media-amazon.com/images/I/61e6kJ0+6sS._AC_SY300_SX300_.jpg;28;12.2;5.8;centímetros;400;g
7898105773737;Alicate De Bico Reto 6 Polegadas;https://m.media-amazon.com/images/I/51X-PTm-UsL.__AC_SX300_SY300_QL70_ML2_.jpg;12.2;4.8;0.8;centímetros;0.17;g
7898575244737;"Kokay 056-9067 Alicate 6"" Corte Diagonal Value Sc - 067D";https://m.media-amazon.com/images/I/41QhKiOvfLS.__AC_SX300_SY300_QL70_ML2_.jpg;19.4;6.6;0.2;centímetros;140;g
7898556322317;;;;;;;;
7898555216662;PlusCable Alicate De Decapar Cabo Coaxial Lt-S20 Cinza - Com 2 Lâminas Compatível Com Cabos De 4 6 8 E 12Mm;https://m.media-amazon.com/images/I/51gY-1cF2wL.__AC_SX300_SY300_QL70_ML2_.jpg;19.4;6.8;2;centímetros;35;g
7898555216693;PlusCable Alicate Inserção Punch Down Lt-P10 Branco - Compatível Com Rj11 E Rj45;https://m.media-amazon.com/images/I/41QbQn489CL.__AC_SX300_SY300_QL70_ML2_.jpg;26.2;5.6;3.8;centímetros;50;g
7898575244676;"Kokay 056-9021 Alicate 4.5"" Mini Premier Bico Longo Sc - 21J";https://m.media-amazon.com/images/I/51OapQz3+7L._AC_SY300_SX300_.jpg;18;6.2;1.8;centímetros;100;g
7898105779036;Alicate Crimpar Acr6 Term Rg6/Rg59;https://m.media-amazon.com/images/I/51yVLo6w1-L.__AC_SX300_SY300_QL70_ML2_.jpg;8.2;4;2;centímetros;0.3;g
7898105773744;Alicate Crimpar Acr1 N 8 P/Cabo De Rede;https://m.media-amazon.com/images/I/51IimPkyGnL.__AC_SX300_SY300_QL70_ML2_.jpg;21.8;9.2;2;centímetros;0.29;g
7899744041898;"Kokay 056-2008 Alicate Universal 8""";https://m.media-amazon.com/images/I/41VV8WwuhrS.__AC_SX300_SY300_QL70_ML2_.jpg;24.4;6.4;1;centímetros;260;g
7897254101309;Radex ALF03-PT, Almofada Carimbo N. 3, Multicolor;https://m.media-amazon.com/images/I/51KpKo0ONuL.__AC_SX300_SY300_QL70_ML2_.jpg;;;;;;
7897254101248;Radex ALF03-VM, Almofada Carimbo N. 3, Multicolor;https://m.media-amazon.com/images/I/619PRQUKBHL.__AC_SY300_SX300_QL70_ML2_.jpg;;;;;;
7898119105289;;;;;;;;
7896637600033;Intelbras Izy Speak! - Falante Alto Inteligente com Alexa Integrada , Preto;https://m.media-amazon.com/images/I/61mBMxY0kwS.__AC_SX300_SY300_QL70_ML2_.jpg;28.8;14;9.8;centímetros;0.63;g
7899298623458;;;20;10.6;10.2;centímetros;10.2;p
7898926682485;;;11;6;6;cm;1.5;kilograms
7896637685894;AMPLIFICADOR RF DE ALCANCE REP 8000 INTELBRAS;https://m.media-amazon.com/images/I/21mcOLSjzGL.__AC_SX300_SY300_QL70_ML2_.jpg;30;20;20;centímetros;800;g
7899838888576;;;4.5;4.5;1;cm;300;g
7898504380017;Absorvente descartável para seios dia e noite 254/24;https://m.media-amazon.com/images/I/71RlInLLi3L.__AC_SY300_SX300_QL70_ML2_.jpg;14.8;10.4;7.2;centímetros;30;g
7896637684248;;;5.5;30;2.5;cm;0.3;g
7899298642497;INTELBRAS Antena Interna de TV UHF/HDTV AI 1015 Preto;https://m.media-amazon.com/images/I/41awKlWgxNL.__AC_SX300_SY300_QL70_ML2_.jpg;20.3;6.6;6.6;centímetros;170;g
7896637646826;Kit Antena de TV Externa Digital AE 4010, Intelbras, Alumínio/Preto;https://m.media-amazon.com/images/I/51s5pgUJ0lL.__AC_SX300_SY300_QL70_ML2_.jpg;41.8;33.4;8;centímetros;0.97;g
7896637670135;Antena de TV Interna AI 2021 Preto Intelbras;https://m.media-amazon.com/images/I/51hmpktyScL.__AC_SX300_SY300_QL70_ML2_.jpg;20.4;12.4;10.4;centímetros;1.26;kilograms
7896637640787;Antena de TV Interna UHF/HDTV AI 2025 Preto Intelbras;https://m.media-amazon.com/images/I/41cJdNd5ZTL.__AC_SX300_SY300_QL70_ML2_.jpg;16.2;8.8;7.5;centímetros;185;g
7898193140435;WD-40 Spray Multiuso Tradicional Aerossol 300ml;https://m.media-amazon.com/images/I/510DdqAE8dS.__AC_SX300_SY300_QL70_ML2_.jpg;17;7;7;cm;280;g
7898119105784;Apagador Quadro Branco Mp 3100 Azul C/Deposito/Ima - 101020;https://m.media-amazon.com/images/I/51x8uRC0uIL.__AC_SY300_SX300_QL70_ML2_.jpg;;;;;;
7899838895802;Aparador de Pelos Feminino Essenza com Lâmina de Duplo Corte Rose Gold de 18K Resistente a Água e Carregamento USB - EB079, Multilaser, EB079 , Rosa;https://m.media-amazon.com/images/I/51brJN4U9gL.__AC_SX300_SY300_QL70_ML2_.jpg;18.8;9;4.6;centímetros;233;g
7899838824383;Aparador de Pelos 9 em 1 Bivolt Desmontável e Bateria Recarregável Preto Multilaser - EB11, Prata;https://m.media-amazon.com/images/I/51j5dyg6sPL.__AC_SX300_SY300_QL70_ML2_.jpg;21.2;17.6;7.6;centímetros;630;g
7898152185385;WAP Aplicador de Detergente para Lavadoras de Alta Pressão ENCAIXE FINO 120EP060;https://m.media-amazon.com/images/I/71Vg9UNu1NS.__AC_SX300_SY300_QL70_ML2_.jpg;7;15.6;15.5;cm;70;g
7897982200015;Descanso Ergonomico Apoio De Punho P/Teclado Preto - 94126;https://m.media-amazon.com/images/I/41iraLgfwtL.__AC_SX300_SY300_QL70_ML2_.jpg;42.8;7.4;2.8;centímetros;200;g
7896643427587;Apoio para os Pés com Inclinação MDF Preto 47x20x41cm 1 UN Multivisão;https://m.media-amazon.com/images/I/5181d8mKi1L.__AC_SY300_SX300_QL70_ML2_.jpg;46;41;20;centímetros;;
7898555211292;C3Tech Apresentador sem fio AP-400, passador PPT, Preto, Com receptor USB nano 2.4Ghz;https://m.media-amazon.com/images/I/41f4S4fMYCL.__AC_SX300_SY300_QL70_ML2_.jpg;14.8;9.4;6;centímetros;30;g
7898446730208;AIR DUSTER AR COMPRIMIDO 200G/164ML;https://m.media-amazon.com/images/I/51oUDcsKraL.__AC_SY300_SX300_QL70_ML2_.jpg;20.2;6;6;centímetros;299;g
7893299932182;AR CONDIC. LG DUAL INVERTER COMPACT+AI 9K BTU FRIO 220V (condensador + evaporador);https://m.media-amazon.com/images/I/41hw-n0+fGL._AC_SX342_SY445_.jpg;83.7;30.8;18.9;cm;20;quilogramas
7893299929496;Ar Condicionado Split Hi Wall R32 LG Dual Inverter Voice +AI 12000 BTU/h Quente e Frio S3-W12JA31A – 220 Volts;https://m.media-amazon.com/images/I/41hw-n0+fGL._AC_SX342_SY445_.jpg;83.7;30.8;18.9;cm;34.7;quilogramas
7899963917530;Ar Condicionado Split Hi Wall Inverter Philco 12000 BTU/h Frio PAC12FB – 220 Volts;https://m.media-amazon.com/images/I/51BRXAtDNZL.__AC_SY445_SX342_QL70_ML2_.jpg;;;;;;
7899298638681;Arandela Solar Integrada ASI 220 Luz Branca Intelbras;https://m.media-amazon.com/images/I/51bK3u+logL._AC_SY300_SX300_.jpg;18.2;11.8;10.8;centímetros;;
7899298638667;Arandela Solar ASI 500 Dual Color Intelbras;https://m.media-amazon.com/images/I/51sBJoeBapL.__AC_SX300_SY300_QL70_ML2_.jpg;23.6;15.8;13.8;centímetros;1;g
7899298652311;Luminária Solar Multifuncional LSM 950 Preto Intelbras;https://m.media-amazon.com/images/I/51gZVJgga5L.__AC_SX300_SY300_QL70_ML2_.jpg;29.6;24.2;8;centímetros;;
7898504392171;;;;centímetros;10.5;c;;
7898504391686;Arquivo Morto Fácil Polionda Preto Polibras;https://m.media-amazon.com/images/I/41iDJoh9amL.__AC_SX300_SY300_QL70_ML2_.jpg;;;;;;
7898504392201;Absorvente descartável para seios dia e noite 254/24;https://m.media-amazon.com/images/I/71RlInLLi3L.__AC_SY300_SX300_QL70_ML2_.jpg;14.8;10.4;7.2;centímetros;30;g
7899831312276;;;28.5;22.5;19.5;centímetros;1.6;quilogramas
7898152181356;WAP Aspirador de Pó e Água GTW 10, Compacto, 10 Litros, com Mangueira de 1,5 Metros, Filtro Lavável, 140mbar 1400W 220V;https://m.media-amazon.com/images/I/617KHq6PPuL.__AC_SX300_SY300_QL70_ML2_.jpg;38.2;29.9;29.6;centímetros;4.2;quilogramas
7899831310319;WAP Aspirador de Pó e Água Barril GTW INOX 15, Compacto, 14,8 Litros, com Filtro Lavável, 146mbar 1700W 220V;https://m.media-amazon.com/images/I/81EdGYPhyML.__AC_SX300_SY300_QL70_ML2_.jpg;39;32.8;32.2;centímetros;3.48;quilogramas
7899831311361;WAP Aspirador de Pó Vertical HIGH SPEED PLUS 3 em 1, Compacto, 1,2 Litros, com Extensor Removível, 134mbar 1350W 220V;https://m.media-amazon.com/images/I/61wBRlZjDQL.__AC_SX300_SY300_QL70_ML2_.jpg;65.3;16;12.2;centímetros;1.25;quilogramas
7899838848679;;;38.2;30.7;11.5;cm;1950;gramas
7898905743053;Kit Refeição Bebê 8 Peças, Silicone Livre de BPA Atóxico, Prato Dividido, Tigela, Copo com Alça,Talheres e Babador (Cinza);https://m.media-amazon.com/images/I/51DHENiVtbL.__AC_SX300_SY300_QL70_ML2_.jpg;24.6;19.7;9.2;centímetros;;
7896637627054;Módulo Expansor De Pgm Atuador Intelbras Pgm 8000;https://m.media-amazon.com/images/I/3124ug80MTL.__AC_SX300_SY300_QL70_ML2_.jpg;15;10;6;centímetros;350;g
7898185912033;HAYONIK, Conversor/Auto Transformador de Parede, Tensão de Entrada 220VAC, Tensão de Saída 127VAC, 50VA - TRP 5011;https://m.media-amazon.com/images/I/518z089VuyL.__AC_SX300_SY300_QL70_ML2_.jpg;9.8;9.2;6;centímetros;325;g
7896637637367;AUTOMATIZADOR DE PORTAS PP 200 INTELBRAS;https://m.media-amazon.com/images/I/31xijWL1N3L.__AC_SX300_SY300_QL70_ML2_.jpg;52;12;8;cm;52;x
7896637640053;Automatizador Deslizante Intelbras Dr 600 Al 600kg 220v;https://m.media-amazon.com/images/I/31DxoNs81IL.__AC_SY300_SX300_QL70_ML2_.jpg;;;;;;
7896637640121;Automatizador De Portão Intelbras Dr 600 fast;https://m.media-amazon.com/images/I/31DxoNs81IL.__AC_SY300_SX300_QL70_ML2_.jpg;;;7;quilogramas;;
7898461969553;Balança Digital, Levve BL 04, Vidro Temperado 180kg, Agratto;https://m.media-amazon.com/images/I/51Pan4QS90L.__AC_SX300_SY300_QL70_ML2_.jpg;31;30;28;centímetros;1.5;quilogramas
7899838827643;Balança Eatsmart Digital LCD Branca Multilaser - HC039;https://m.media-amazon.com/images/I/71YebAIlXlL.__AC_SY300_SX300_QL70_ML2_.jpg;27;26.8;3.9;centímetros;0.67;g
7896637696050;Conversor Power Balun VB 1001 Wp Intelbras Full HD;https://m.media-amazon.com/images/I/41QJWcOUrZL.__AC_SX300_SY300_QL70_ML2_.jpg;10;5;4;centímetros;100;g
7896637684743;Power Conversor Est Vídeo Balun 01 Canal VB 3001 WP Intelbras;https://m.media-amazon.com/images/I/412o3nOu9iL.__AC_SX300_SY300_QL70_ML2_.jpg;33;9;5;centímetros;100;g
7896637624985;Balun Passivo Vb 500 P G2 com transmissão de vídeo Intelbras;https://m.media-amazon.com/images/I/41HN5N459kL.__AC_SX300_SY300_QL70_ML2_.jpg;20;18;2;centímetros;60;g
7896637688727;Baluns passivos com transmissão de vídeo VB 500 P Intelbras;https://m.media-amazon.com/images/I/41tgCWLQ2XL.__AC_SY300_SX300_QL70_ML2_.jpg;10;10;5;centímetros;100;g
7896637625012;Par de Balun Passivo Hibrido VB 501 P HD Intelbras Para CFTV;https://m.media-amazon.com/images/I/51OWss6PTkL.__AC_SX300_SY300_QL70_ML2_.jpg;20;15;10;centímetros;250;g
7896637697835;Balun VB 501 P Passivo - Intelbras;https://m.media-amazon.com/images/I/51XYYkczzwL.__AC_SX300_SY300_QL70_ML2_.jpg;22;16;13;centímetros;200;g
7896637625005;Balun Passivo VB 502 B Ultra HD 4K com Transmissão de Vídeo para até 300 metros;https://m.media-amazon.com/images/I/51f6YQQKQQL.__AC_SX300_SY300_QL70_ML2_.jpg;21;18;9;centímetros;100;g
7896637688734;Intelbras VB 503 B - Balun Passivo com Transmissão de Vídeo - Pen para TV - Preto;https://m.media-amazon.com/images/I/615F70S+L7L._AC_SX300_SY300_.jpg;;;300;g;;
7896637631532;Intelbras Bandeja Deslizante 1U De 400Mm Preta, Montagem De Rack, Metal, Computador;https://m.media-amazon.com/images/I/41w+95q298L._AC_SY300_SX300_.jpg;20;20;20;centímetros;1;kilograms
7896637631525;Bandeja fixa de 1U de 290 mm BF1U 290 Intelbras;https://m.media-amazon.com/images/I/41CVG1aUL6L.__AC_SX300_SY300_QL70_ML2_.jpg;30;29;5;centímetros;2;kilograms
7896637631549;Intelbras Bandeja Fixa P/ RACK BF1UU 400MM 4770001;https://m.media-amazon.com/images/I/31Z5n55DvtL.__AC_SX300_SY300_QL70_ML2_.jpg;49.5;42.5;6;centímetros;2.52;kilograms
7899298643746;Bandeja Chantelier Para Rack Torre Aberto Torre Bc2u 500mm 4770012;https://m.media-amazon.com/images/I/31z4Vul8+nL._AC_SY300_SX300_.jpg;56.5;55;9;centímetros;;
7897975074395;Base Mx Led Para Notebook, Maxprint, Acessórios para Computador;https://m.media-amazon.com/images/I/51DS1youwtL.__AC_SY300_SX300_QL70_ML2_.jpg;38;30.4;5.8;centímetros;820;g
7898555217355;Base para Notebook C3Plus NBC-01BK 14' Preto - Refrigerada com Cooler de 140mm Notebooks até 14' Ajustável;https://m.media-amazon.com/images/I/619j5vG7GAL.__AC_SX300_SY300_QL70_ML2_.jpg;34.3;27.2;3.7;centímetros;355;g
7898555213104;;;33;25;4;cm;340;g
7898555213111;"C3Tech Base para Notebook NBC-50BK 15,6"" Refrigerada com 2 Coolers, Led de Iluminacao Azul, Inclinacao Ajustável em 5 niveis, com USB, cor Preta";https://m.media-amazon.com/images/I/51L-D6a7EaL.__AC_SX300_SY300_QL70_ML2_.jpg;36.4;27.8;4.4;centímetros;800;g
7898555213128;"C3Tech Base para notebook Gamer NBC-100BK 17,3"" Refrigerada, 4 Ventiladores, Led Azul, controle de velocidade, regulagem de altura em 5 posições, Display digital em LCD";https://m.media-amazon.com/images/I/61HsNhd3ZPL.__AC_SX300_SY300_QL70_ML2_.jpg;42.2;31.3;4.6;centímetros;960;g
7897013538148;Bateria Alcalina A27 Elgin com 5 Unidades 12V Pilha;https://m.media-amazon.com/images/I/61Jzl-YBf7L.__AC_SX300_SY300_QL70_ML2_.jpg;10.8;5;3.8;centímetros;5;g
